Assignment,Activities,Date,Time,Action
131366,Fall 24 DDM MS Form B,05/13/2025,07:37:40.732,Page 18 Loaded
131366,Fall 24 DDM MS Form B,05/13/2025,07:41:03.144,Page next clicked on page 18
131366,Fall 24 DDM MS Form B,05/13/2025,07:41:06.644,End activity Spring 2025 MS DDM Administration
131581,Fall 24 DDM MS Form B,04/29/2025,10:31:59.693,Begin activity Spring 2025 MS DDM Administration
131581,Fall 24 DDM MS Form B,04/29/2025,10:32:00.848,Page 1 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:32:07.071,Page next clicked on page 1
131581,Fall 24 DDM MS Form B,04/29/2025,10:32:07.857,Page 2 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:32:18.343,Page next clicked on page 2
131581,Fall 24 DDM MS Form B,04/29/2025,10:32:19.730,Page 3 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:33:01.357,Page next clicked on page 3
131581,Fall 24 DDM MS Form B,04/29/2025,10:33:04.973,Page 5 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:33:41.600,Page next clicked on page 5
131581,Fall 24 DDM MS Form B,04/29/2025,10:33:43.252,Page 6 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:33:47.252,Page next clicked on page 6
131581,Fall 24 DDM MS Form B,04/29/2025,10:33:47.916,Page 7 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:34:51.141,Page next clicked on page 7
131581,Fall 24 DDM MS Form B,04/29/2025,10:34:52.448,Page 8 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:35:52.414,Page next clicked on page 8
131581,Fall 24 DDM MS Form B,04/29/2025,10:35:53.905,Page 9 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:37:05.391,Page next clicked on page 9
131581,Fall 24 DDM MS Form B,04/29/2025,10:37:06.688,Page 10 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:38:48.080,Page next clicked on page 10
131581,Fall 24 DDM MS Form B,04/29/2025,10:38:49.384,Page 11 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:42:09.749,Page next clicked on page 11
131581,Fall 24 DDM MS Form B,04/29/2025,10:42:11.141,Page 12 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:44:12.436,Page next clicked on page 12
131581,Fall 24 DDM MS Form B,04/29/2025,10:44:13.872,Page 13 Loaded
131581,Fall 24 DDM MS Form B,04/29/2025,10:48:03.134,Page next clicked on page 13
131581,Fall 24 DDM MS Form B,04/29/2025,10:48:04.513,Page 14 Loaded
131577,Fall24 DDM MS Form A,04/28/2025,10:53:46.575,Begin activity Spring 2025 MS DDM Administration
131577,Fall24 DDM MS Form A,04/28/2025,10:53:47.871,Page 1 Loaded
131577,Fall24 DDM MS Form A,04/28/2025,10:54:35.344,Page next clicked on page 1
131577,Fall24 DDM MS Form A,04/28/2025,10:54:36.566,Page 2 Loaded
131577,Fall24 DDM MS Form A,04/28/2025,10:54:46.179,Page next clicked on page 2
131577,Fall24 DDM MS Form A,04/28/2025,10:54:48.161,Page 3 Loaded
131577,Fall24 DDM MS Form A,04/28/2025,10:56:38.961,Page next clicked on page 3
131577,Fall24 DDM MS Form A,04/28/2025,10:56:39.985,Missing answers
131358,Fall 24 DDM MS Form B,05/13/2025,07:55:26.073,Begin activity Spring 2025 MS DDM Administration
131358,Fall 24 DDM MS Form B,05/13/2025,07:55:26.614,Page 1 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:56:03.500,Page next clicked on page 1
131358,Fall 24 DDM MS Form B,05/13/2025,07:56:04.226,Page 2 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:56:11.374,Page next clicked on page 2
131358,Fall 24 DDM MS Form B,05/13/2025,07:56:12.146,Page 3 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:56:36.096,Page next clicked on page 3
131358,Fall 24 DDM MS Form B,05/13/2025,07:56:37.160,Missing answers
131358,Fall 24 DDM MS Form B,05/13/2025,07:57:30.184,Page next clicked on page 3
131358,Fall 24 DDM MS Form B,05/13/2025,07:57:31.965,Page 5 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:58:21.530,Page next clicked on page 5
131358,Fall 24 DDM MS Form B,05/13/2025,07:58:22.883,Page 6 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:58:33.009,Page next clicked on page 6
131358,Fall 24 DDM MS Form B,05/13/2025,07:58:33.740,Page 7 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:58:52.437,Page next clicked on page 7
131358,Fall 24 DDM MS Form B,05/13/2025,07:58:53.381,Page 8 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,07:59:26.535,Page next clicked on page 8
131358,Fall 24 DDM MS Form B,05/13/2025,07:59:27.529,Page 9 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:00:15.966,Page next clicked on page 9
131358,Fall 24 DDM MS Form B,05/13/2025,08:00:16.915,Page 10 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:00:57.908,Page next clicked on page 10
131358,Fall 24 DDM MS Form B,05/13/2025,08:00:58.987,Page 11 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:02:09.193,Page next clicked on page 11
131358,Fall 24 DDM MS Form B,05/13/2025,08:02:10.221,Page 12 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:03:21.313,Page next clicked on page 12
131358,Fall 24 DDM MS Form B,05/13/2025,08:03:22.216,Page 13 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:04:05.057,Page next clicked on page 13
131358,Fall 24 DDM MS Form B,05/13/2025,08:04:06.129,Page 14 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:06:05.924,Page next clicked on page 14
131358,Fall 24 DDM MS Form B,05/13/2025,08:06:08.384,Page 15 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:06:34.887,Page next clicked on page 15
131358,Fall 24 DDM MS Form B,05/13/2025,08:06:35.772,Page 16 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:06:52.527,Page next clicked on page 16
131358,Fall 24 DDM MS Form B,05/13/2025,08:06:53.575,Page 17 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:07:09.659,Page next clicked on page 17
131358,Fall 24 DDM MS Form B,05/13/2025,08:07:10.503,Page 18 Loaded
131358,Fall 24 DDM MS Form B,05/13/2025,08:07:23.078,Page next clicked on page 18
131358,Fall 24 DDM MS Form B,05/13/2025,08:07:26.370,End activity Spring 2025 MS DDM Administration
131357,Fall24 DDM MS Form A,05/13/2025,07:52:38.815,Begin activity Spring 2025 MS DDM Administration
131357,Fall24 DDM MS Form A,05/13/2025,07:52:39.428,Page 1 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,07:53:01.974,Continue activity Spring 2025 MS DDM Administration
131357,Fall24 DDM MS Form A,05/13/2025,07:53:02.716,Page 1 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,07:54:25.640,Page next clicked on page 1
131357,Fall24 DDM MS Form A,05/13/2025,07:54:26.446,Page 2 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,07:54:27.913,Page next clicked on page 2
131357,Fall24 DDM MS Form A,05/13/2025,07:54:28.094,Missing answers
131357,Fall24 DDM MS Form A,05/13/2025,07:54:43.086,Page next clicked on page 2
131357,Fall24 DDM MS Form A,05/13/2025,07:54:43.974,Page 3 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,07:58:00.136,Page next clicked on page 3
131357,Fall24 DDM MS Form A,05/13/2025,07:58:02.434,Page 5 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,07:59:17.361,Page next clicked on page 5
131357,Fall24 DDM MS Form A,05/13/2025,07:59:18.697,Page 6 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:00:48.653,Page next clicked on page 6
131357,Fall24 DDM MS Form A,05/13/2025,08:00:49.298,Page 7 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:01:57.583,Page next clicked on page 7
131357,Fall24 DDM MS Form A,05/13/2025,08:01:59.875,Page 8 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:04:22.653,Page next clicked on page 8
131357,Fall24 DDM MS Form A,05/13/2025,08:04:24.864,Page 9 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:04:53.724,Page next clicked on page 9
131357,Fall24 DDM MS Form A,05/13/2025,08:04:54.729,Page 10 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:04:59.810,Page next clicked on page 10
131357,Fall24 DDM MS Form A,05/13/2025,08:05:00.495,Page 11 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:06:16.417,Page next clicked on page 11
131357,Fall24 DDM MS Form A,05/13/2025,08:06:17.565,Page 12 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:07:01.930,Page next clicked on page 12
131357,Fall24 DDM MS Form A,05/13/2025,08:07:03.392,Page 13 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:08:00.841,Page next clicked on page 13
131357,Fall24 DDM MS Form A,05/13/2025,08:08:02.939,Page 14 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:08:22.993,Page next clicked on page 14
131357,Fall24 DDM MS Form A,05/13/2025,08:08:24.772,Page 15 Loaded
131357,Fall24 DDM MS Form A,05/13/2025,08:08:43.008,Page next clicked on page 15
131357,Fall24 DDM MS Form A,05/13/2025,08:08:45.815,End activity Spring 2025 MS DDM Administration
131335,Fall24 DDM MS Form Ar,05/13/2025,08:44:39.944,Begin activity Spring 2025 MS DDM Administration
131335,Fall24 DDM MS Form Ar,05/13/2025,08:44:40.298,Page 1 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:48:37.850,Page next clicked on page 1
131335,Fall24 DDM MS Form Ar,05/13/2025,08:48:38.385,Page 2 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:48:40.162,Page next clicked on page 2
131335,Fall24 DDM MS Form Ar,05/13/2025,08:48:40.360,Missing answers
131335,Fall24 DDM MS Form Ar,05/13/2025,08:48:48.194,Page next clicked on page 2
131335,Fall24 DDM MS Form Ar,05/13/2025,08:48:48.918,Page 3 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:49:29.404,Page next clicked on page 3
131335,Fall24 DDM MS Form Ar,05/13/2025,08:49:31.145,Page 5 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:49:54.986,Page next clicked on page 5
131335,Fall24 DDM MS Form Ar,05/13/2025,08:49:56.238,Page 6 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:50:00.733,Page next clicked on page 6
131335,Fall24 DDM MS Form Ar,05/13/2025,08:50:01.158,Page 7 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:50:31.917,Page next clicked on page 7
131335,Fall24 DDM MS Form Ar,05/13/2025,08:50:32.729,Page 8 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:50:52.454,Page next clicked on page 8
131335,Fall24 DDM MS Form Ar,05/13/2025,08:50:53.356,Page 9 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:53:28.122,Page next clicked on page 9
131335,Fall24 DDM MS Form Ar,05/13/2025,08:53:29.129,Page 10 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:53:48.680,Page next clicked on page 10
131335,Fall24 DDM MS Form Ar,05/13/2025,08:53:49.490,Page 11 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:54:38.551,Page next clicked on page 11
131335,Fall24 DDM MS Form Ar,05/13/2025,08:54:40.697,Page 12 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:55:55.016,Page next clicked on page 12
131335,Fall24 DDM MS Form Ar,05/13/2025,08:55:56.778,Page 13 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:56:30.156,Page next clicked on page 13
131335,Fall24 DDM MS Form Ar,05/13/2025,08:56:30.981,Page 14 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:56:48.006,Page next clicked on page 14
131335,Fall24 DDM MS Form Ar,05/13/2025,08:56:48.816,Page 15 Loaded
131335,Fall24 DDM MS Form Ar,05/13/2025,08:57:31.299,Page next clicked on page 15
131335,Fall24 DDM MS Form Ar,05/13/2025,08:57:37.323,End activity Spring 2025 MS DDM Administration
134310,Fall24 DDM MS Form Ar,04/28/2025,05:14:02.129,Begin activity Spring 2025 MS DDM Administration
134310,Fall24 DDM MS Form Ar,04/28/2025,05:14:03.087,Page 1 Loaded
134310,Fall24 DDM MS Form Ar,04/28/2025,05:14:08.908,Page next clicked on page 1
134310,Fall24 DDM MS Form Ar,04/28/2025,05:14:09.599,Page 2 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:55:42.802,Begin activity Spring 2025 MS DDM Administration
134311,Fall24 DDM MS Form A,04/28/2025,05:55:43.697,Page 1 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:56:04.593,Page next clicked on page 1
134311,Fall24 DDM MS Form A,04/28/2025,05:56:05.973,Page 2 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:56:15.906,Page next clicked on page 2
134311,Fall24 DDM MS Form A,04/28/2025,05:56:17.494,Page 3 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:57:10.317,Page next clicked on page 3
134311,Fall24 DDM MS Form A,04/28/2025,05:57:12.210,Page 5 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:57:29.410,Page next clicked on page 5
134311,Fall24 DDM MS Form A,04/28/2025,05:57:31.071,Page 6 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:57:40.195,Page next clicked on page 6
134311,Fall24 DDM MS Form A,04/28/2025,05:57:41.007,Page 7 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:57:53.343,Page next clicked on page 7
134311,Fall24 DDM MS Form A,04/28/2025,05:57:55.108,Missing answers
134311,Fall24 DDM MS Form A,04/28/2025,05:58:09.420,Page next clicked on page 7
134311,Fall24 DDM MS Form A,04/28/2025,05:58:11.623,Page 8 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:58:43.292,Page next clicked on page 8
134311,Fall24 DDM MS Form A,04/28/2025,05:58:45.853,Page 9 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:58:53.470,Page next clicked on page 9
134311,Fall24 DDM MS Form A,04/28/2025,05:58:54.716,Page 10 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:58:58.657,Page next clicked on page 10
134311,Fall24 DDM MS Form A,04/28/2025,05:58:59.926,Page 11 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:59:53.186,Page next clicked on page 11
134311,Fall24 DDM MS Form A,04/28/2025,05:59:54.533,Page 12 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,05:59:58.441,Page next clicked on page 12
134311,Fall24 DDM MS Form A,04/28/2025,05:59:59.554,Page 13 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,06:00:03.744,Page next clicked on page 13
134311,Fall24 DDM MS Form A,04/28/2025,06:00:05.121,Page 14 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,06:00:10.033,Page next clicked on page 14
134311,Fall24 DDM MS Form A,04/28/2025,06:00:11.224,Page 15 Loaded
134311,Fall24 DDM MS Form A,04/28/2025,06:00:17.487,Page next clicked on page 15
134311,Fall24 DDM MS Form A,04/28/2025,06:00:20.971,End activity Spring 2025 MS DDM Administration
131476,Fall24 DDM MS Form A,04/24/2025,06:27:17.575,Begin activity Spring 2025 MS DDM Administration
131476,Fall24 DDM MS Form A,04/24/2025,06:27:18.036,Page 1 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:27:53.011,Page 1 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:27:56.977,Page next clicked on page 1
131476,Fall24 DDM MS Form A,04/24/2025,06:27:57.610,Page 2 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:27:57.634,Wrong page
131476,Fall24 DDM MS Form A,04/24/2025,06:27:57.807,Page next clicked on page 2
131476,Fall24 DDM MS Form A,04/24/2025,06:27:58.005,Missing answers
131476,Fall24 DDM MS Form A,04/24/2025,06:27:58.049,Page 3 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:27:58.196,Page next clicked on page 3
131476,Fall24 DDM MS Form A,04/24/2025,06:27:58.298,Missing answers
131476,Fall24 DDM MS Form A,04/24/2025,06:28:05.680,Page next clicked on page 3
131476,Fall24 DDM MS Form A,04/24/2025,06:28:05.775,Missing answers
131476,Fall24 DDM MS Form A,04/24/2025,06:28:13.573,Page 2 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:28:21.880,Page next clicked on page 2
131476,Fall24 DDM MS Form A,04/24/2025,06:28:22.740,Page 3 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:29:52.606,Page next clicked on page 3
131476,Fall24 DDM MS Form A,04/24/2025,06:29:54.303,Page 5 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:30:38.613,Page next clicked on page 5
131476,Fall24 DDM MS Form A,04/24/2025,06:30:40.036,Page 6 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:30:44.629,Page next clicked on page 6
131476,Fall24 DDM MS Form A,04/24/2025,06:30:45.258,Page 7 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:30:57.886,Page next clicked on page 7
131476,Fall24 DDM MS Form A,04/24/2025,06:30:59.926,Page 8 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:31:22.818,Page next clicked on page 8
131476,Fall24 DDM MS Form A,04/24/2025,06:31:24.701,Page 9 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:31:24.755,Page next clicked on page 9
131476,Fall24 DDM MS Form A,04/24/2025,06:31:25.156,Missing answers
131476,Fall24 DDM MS Form A,04/24/2025,06:31:40.314,Page next clicked on page 9
131476,Fall24 DDM MS Form A,04/24/2025,06:31:41.258,Page 10 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:31:49.168,Page next clicked on page 10
131476,Fall24 DDM MS Form A,04/24/2025,06:31:50.036,Page 11 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:32:05.324,Page next clicked on page 11
131476,Fall24 DDM MS Form A,04/24/2025,06:32:05.773,Missing answers
131476,Fall24 DDM MS Form A,04/24/2025,06:32:31.017,Page next clicked on page 11
131476,Fall24 DDM MS Form A,04/24/2025,06:32:32.196,Page 12 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:32:38.755,Page next clicked on page 12
131476,Fall24 DDM MS Form A,04/24/2025,06:32:39.717,Page 13 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:32:49.118,Page next clicked on page 13
131476,Fall24 DDM MS Form A,04/24/2025,06:32:50.168,Page 14 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:33:13.487,Page next clicked on page 14
131476,Fall24 DDM MS Form A,04/24/2025,06:33:14.452,Page 15 Loaded
131476,Fall24 DDM MS Form A,04/24/2025,06:33:22.462,Page next clicked on page 15
131476,Fall24 DDM MS Form A,04/24/2025,06:33:25.381,End activity Spring 2025 MS DDM Administration
131494,Fall 24 DDM MS Form Br,04/24/2025,08:36:34.749,Begin activity Spring 2025 MS DDM Administration
131494,Fall 24 DDM MS Form Br,04/24/2025,08:36:35.266,Page 1 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:36:42.819,Page next clicked on page 1
131494,Fall 24 DDM MS Form Br,04/24/2025,08:36:43.400,Page 2 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:37:12.593,Page next clicked on page 2
131494,Fall 24 DDM MS Form Br,04/24/2025,08:37:13.456,Page 3 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:38:19.209,Page next clicked on page 3
131494,Fall 24 DDM MS Form Br,04/24/2025,08:38:21.075,Page 5 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:39:00.233,Page next clicked on page 5
131494,Fall 24 DDM MS Form Br,04/24/2025,08:39:01.675,Page 6 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:39:05.456,Page next clicked on page 6
131494,Fall 24 DDM MS Form Br,04/24/2025,08:39:06.066,Page 7 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:40:15.693,Page next clicked on page 7
131494,Fall 24 DDM MS Form Br,04/24/2025,08:40:16.712,Page 8 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:41:10.331,Page next clicked on page 8
131494,Fall 24 DDM MS Form Br,04/24/2025,08:41:11.267,Page 9 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:41:40.906,Page next clicked on page 9
131494,Fall 24 DDM MS Form Br,04/24/2025,08:41:41.806,Page 10 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:41:48.291,Page next clicked on page 10
131494,Fall 24 DDM MS Form Br,04/24/2025,08:41:49.214,Page 11 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:43:41.251,Page next clicked on page 11
131494,Fall 24 DDM MS Form Br,04/24/2025,08:43:43.375,Page 12 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:45:24.279,Page next clicked on page 12
131494,Fall 24 DDM MS Form Br,04/24/2025,08:45:25.246,Page 13 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:46:59.677,Page next clicked on page 13
131494,Fall 24 DDM MS Form Br,04/24/2025,08:47:00.694,Page 14 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:48:52.042,Page next clicked on page 14
131494,Fall 24 DDM MS Form Br,04/24/2025,08:48:53.033,Page 15 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:50:10.337,Page next clicked on page 15
131494,Fall 24 DDM MS Form Br,04/24/2025,08:50:11.419,Page 16 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:50:34.088,Page next clicked on page 16
131494,Fall 24 DDM MS Form Br,04/24/2025,08:50:35.088,Page 17 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:51:37.001,Page next clicked on page 17
131494,Fall 24 DDM MS Form Br,04/24/2025,08:51:38.082,Page 18 Loaded
131494,Fall 24 DDM MS Form Br,04/24/2025,08:51:57.226,Page next clicked on page 18
131494,Fall 24 DDM MS Form Br,04/24/2025,08:52:01.821,End activity Spring 2025 MS DDM Administration
131534,Fall24 DDM MS Form A,04/09/2025,08:17:22.067,Begin activity Spring 2025 MS DDM Administration
131534,Fall24 DDM MS Form A,04/09/2025,08:17:22.658,Page 1 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:17:28.293,Page next clicked on page 1
131534,Fall24 DDM MS Form A,04/09/2025,08:17:28.999,Page 2 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:17:38.491,Page next clicked on page 2
131534,Fall24 DDM MS Form A,04/09/2025,08:17:38.692,Missing answers
131534,Fall24 DDM MS Form A,04/09/2025,08:17:45.652,Page next clicked on page 2
131534,Fall24 DDM MS Form A,04/09/2025,08:17:46.669,Page 3 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:18:38.795,Page next clicked on page 3
131534,Fall24 DDM MS Form A,04/09/2025,08:18:41.117,Page 5 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:19:10.748,Page next clicked on page 5
131534,Fall24 DDM MS Form A,04/09/2025,08:19:12.319,Page 6 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:19:16.795,Page next clicked on page 6
131534,Fall24 DDM MS Form A,04/09/2025,08:19:17.771,Page 7 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:20:40.758,Page next clicked on page 7
131534,Fall24 DDM MS Form A,04/09/2025,08:20:44.391,Page 8 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:22:05.712,Page next clicked on page 8
131534,Fall24 DDM MS Form A,04/09/2025,08:22:08.750,Page 9 Loaded
131534,Fall24 DDM MS Form A,04/09/2025,08:22:34.816,Page next clicked on page 9
